filepath,genre
genres/disco/disco.00037.au,disco
genres/blues/blues.00033.au,blues
genres/country/country.00043.au,country
genres/country/country.00081.au,country
genres/rock/rock.00031.au,rock
genres/disco/disco.00070.au,disco
genres/blues/blues.00025.au,blues
genres/country/country.00073.au,country
genres/pop/pop.00033.au,pop
genres/pop/pop.00018.au,pop
genres/reggae/reggae.00077.au,reggae
genres/hiphop/hiphop.00088.au,hiphop
genres/country/country.00054.au,country
genres/disco/disco.00002.au,disco
genres/blues/blues.00058.au,blues
genres/reggae/reggae.00065.au,reggae
genres/country/country.00046.au,country
genres/jazz/jazz.00043.au,jazz
genres/jazz/jazz.00098.au,jazz
genres/hiphop/hiphop.00082.au,hiphop
genres/reggae/reggae.00023.au,reggae
genres/blues/blues.00086.au,blues
genres/reggae/reggae.00037.au,reggae
genres/classical/classical.00038.au,classical
genres/reggae/reggae.00054.au,reggae
genres/hiphop/hiphop.00057.au,hiphop
genres/classical/classical.00028.au,classical
genres/jazz/jazz.00004.au,jazz
genres/pop/pop.00079.au,pop
genres/hiphop/hiphop.00039.au,hiphop
genres/classical/classical.00092.au,classical
genres/metal/metal.00043.au,metal
genres/pop/pop.00025.au,pop
genres/pop/pop.00043.au,pop
genres/classical/classical.00031.au,classical
genres/country/country.00050.au,country
genres/hiphop/hiphop.00016.au,hiphop
genres/disco/disco.00041.au,disco
genres/rock/rock.00059.au,rock
genres/pop/pop.00061.au,pop
genres/rock/rock.00002.au,rock
genres/hiphop/hiphop.00071.au,hiphop
genres/reggae/reggae.00022.au,reggae
genres/hiphop/hiphop.00041.au,hiphop
genres/rock/rock.00075.au,rock
genres/hiphop/hiphop.00090.au,hiphop
genres/blues/blues.00023.au,blues
genres/jazz/jazz.00072.au,jazz
genres/metal/metal.00082.au,metal
genres/blues/blues.00092.au,blues
genres/jazz/jazz.00030.au,jazz
genres/rock/rock.00093.au,rock
genres/disco/disco.00090.au,disco
genres/metal/metal.00059.au,metal
genres/metal/metal.00026.au,metal
genres/blues/blues.00075.au,blues
genres/classical/classical.00034.au,classical
genres/country/country.00052.au,country
genres/pop/pop.00016.au,pop
genres/metal/metal.00004.au,metal
genres/disco/disco.00062.au,disco
genres/hiphop/hiphop.00099.au,hiphop
genres/rock/rock.00056.au,rock
genres/jazz/jazz.00015.au,jazz
genres/reggae/reggae.00094.au,reggae
genres/reggae/reggae.00014.au,reggae
genres/jazz/jazz.00017.au,jazz
genres/hiphop/hiphop.00098.au,hiphop
genres/classical/classical.00058.au,classical
genres/blues/blues.00019.au,blues
genres/pop/pop.00088.au,pop
genres/metal/metal.00029.au,metal
genres/blues/blues.00091.au,blues
genres/blues/blues.00083.au,blues
genres/pop/pop.00064.au,pop
genres/pop/pop.00014.au,pop
genres/hiphop/hiphop.00025.au,hiphop
genres/metal/metal.00013.au,metal
genres/metal/metal.00092.au,metal
genres/reggae/reggae.00063.au,reggae
genres/metal/metal.00085.au,metal
genres/metal/metal.00050.au,metal
genres/classical/classical.00071.au,classical
genres/blues/blues.00018.au,blues
genres/country/country.00030.au,country
genres/jazz/jazz.00029.au,jazz
genres/classical/classical.00027.au,classical
genres/jazz/jazz.00099.au,jazz
genres/reggae/reggae.00007.au,reggae
genres/reggae/reggae.00028.au,reggae
genres/hiphop/hiphop.00079.au,hiphop
genres/pop/pop.00017.au,pop
genres/blues/blues.00060.au,blues
genres/disco/disco.00060.au,disco
genres/blues/blues.00053.au,blues
genres/jazz/jazz.00051.au,jazz
genres/blues/blues.00001.au,blues
genres/metal/metal.00039.au,metal
genres/reggae/reggae.00030.au,reggae
genres/rock/rock.00035.au,rock
genres/hiphop/hiphop.00001.au,hiphop
genres/pop/pop.00096.au,pop
genres/hiphop/hiphop.00007.au,hiphop
genres/rock/rock.00055.au,rock
genres/metal/metal.00002.au,metal
genres/jazz/jazz.00090.au,jazz
genres/country/country.00049.au,country
genres/disco/disco.00015.au,disco
genres/reggae/reggae.00067.au,reggae
genres/blues/blues.00042.au,blues
genres/rock/rock.00076.au,rock
genres/jazz/jazz.00022.au,jazz
genres/blues/blues.00069.au,blues
genres/reggae/reggae.00078.au,reggae
genres/reggae/reggae.00044.au,reggae
genres/jazz/jazz.00070.au,jazz
genres/hiphop/hiphop.00010.au,hiphop
genres/reggae/reggae.00043.au,reggae
genres/disco/disco.00047.au,disco
genres/disco/disco.00063.au,disco
genres/classical/classical.00012.au,classical
genres/classical/classical.00009.au,classical
genres/jazz/jazz.00069.au,jazz
genres/classical/classical.00015.au,classical
genres/country/country.00064.au,country
genres/hiphop/hiphop.00044.au,hiphop
genres/reggae/reggae.00003.au,reggae
genres/disco/disco.00031.au,disco
genres/classical/classical.00074.au,classical
genres/blues/blues.00017.au,blues
genres/jazz/jazz.00059.au,jazz
genres/disco/disco.00092.au,disco
genres/country/country.00062.au,country
genres/classical/classical.00023.au,classical
genres/classical/classical.00098.au,classical
genres/classical/classical.00018.au,classical
genres/metal/metal.00075.au,metal
genres/reggae/reggae.00036.au,reggae
genres/rock/rock.00087.au,rock
genres/disco/disco.00046.au,disco
genres/reggae/reggae.00053.au,reggae
genres/country/country.00087.au,country
genres/metal/metal.00014.au,metal
genres/blues/blues.00057.au,blues
genres/country/country.00016.au,country
genres/metal/metal.00007.au,metal
genres/rock/rock.00099.au,rock
genres/pop/pop.00080.au,pop
genres/country/country.00097.au,country
genres/rock/rock.00095.au,rock
genres/metal/metal.00067.au,metal
genres/classical/classical.00044.au,classical
genres/jazz/jazz.00061.au,jazz
genres/rock/rock.00083.au,rock
genres/pop/pop.00002.au,pop
genres/pop/pop.00059.au,pop
genres/classical/classical.00048.au,classical
genres/blues/blues.00081.au,blues
genres/classical/classical.00045.au,classical
genres/metal/metal.00072.au,metal
genres/disco/disco.00027.au,disco
genres/classical/classical.00006.au,classical
genres/country/country.00076.au,country
genres/hiphop/hiphop.00018.au,hiphop
genres/rock/rock.00068.au,rock
genres/hiphop/hiphop.00091.au,hiphop
genres/classical/classical.00043.au,classical
genres/pop/pop.00078.au,pop
genres/classical/classical.00082.au,classical
genres/disco/disco.00058.au,disco
genres/reggae/reggae.00092.au,reggae
genres/metal/metal.00073.au,metal
genres/country/country.00010.au,country
genres/blues/blues.00084.au,blues
genres/rock/rock.00062.au,rock
genres/classical/classical.00061.au,classical
genres/disco/disco.00044.au,disco
genres/classical/classical.00050.au,classical
genres/disco/disco.00042.au,disco
genres/metal/metal.00058.au,metal
genres/metal/metal.00020.au,metal
genres/blues/blues.00036.au,blues
genres/disco/disco.00023.au,disco
genres/reggae/reggae.00086.au,reggae
genres/rock/rock.00027.au,rock
genres/blues/blues.00048.au,blues
genres/reggae/reggae.00012.au,reggae
genres/country/country.00009.au,country
genres/blues/blues.00047.au,blues
genres/hiphop/hiphop.00006.au,hiphop
genres/country/country.00086.au,country
genres/blues/blues.00087.au,blues
genres/reggae/reggae.00055.au,reggae
genres/pop/pop.00012.au,pop
genres/country/country.00093.au,country
genres/blues/blues.00077.au,blues
genres/rock/rock.00013.au,rock
genres/pop/pop.00051.au,pop
genres/classical/classical.00056.au,classical
genres/pop/pop.00007.au,pop
genres/metal/metal.00069.au,metal
genres/disco/disco.00093.au,disco
genres/blues/blues.00088.au,blues
genres/reggae/reggae.00083.au,reggae
genres/jazz/jazz.00047.au,jazz
genres/jazz/jazz.00091.au,jazz
genres/disco/disco.00020.au,disco
genres/pop/pop.00045.au,pop
genres/pop/pop.00060.au,pop
genres/pop/pop.00099.au,pop
genres/reggae/reggae.00066.au,reggae
genres/disco/disco.00085.au,disco
genres/disco/disco.00076.au,disco
genres/jazz/jazz.00007.au,jazz
genres/hiphop/hiphop.00036.au,hiphop
genres/country/country.00007.au,country
genres/rock/rock.00088.au,rock
genres/blues/blues.00026.au,blues
genres/disco/disco.00001.au,disco
genres/rock/rock.00030.au,rock
genres/metal/metal.00011.au,metal
genres/classical/classical.00049.au,classical
genres/reggae/reggae.00013.au,reggae
genres/rock/rock.00096.au,rock
genres/metal/metal.00034.au,metal
genres/jazz/jazz.00026.au,jazz
genres/classical/classical.00086.au,classical
genres/rock/rock.00021.au,rock
genres/jazz/jazz.00053.au,jazz
genres/rock/rock.00018.au,rock
genres/metal/metal.00035.au,metal
genres/pop/pop.00056.au,pop
genres/classical/classical.00057.au,classical
genres/classical/classical.00025.au,classical
genres/metal/metal.00051.au,metal
genres/hiphop/hiphop.00026.au,hiphop
genres/metal/metal.00081.au,metal
genres/reggae/reggae.00062.au,reggae
genres/blues/blues.00098.au,blues
genres/jazz/jazz.00089.au,jazz
genres/disco/disco.00083.au,disco
genres/reggae/reggae.00079.au,reggae
genres/jazz/jazz.00012.au,jazz
genres/classical/classical.00088.au,classical
genres/country/country.00035.au,country
genres/rock/rock.00005.au,rock
genres/reggae/reggae.00056.au,reggae
genres/hiphop/hiphop.00076.au,hiphop
genres/jazz/jazz.00035.au,jazz
genres/blues/blues.00089.au,blues
genres/classical/classical.00036.au,classical
genres/pop/pop.00095.au,pop
genres/jazz/jazz.00083.au,jazz
genres/classical/classical.00090.au,classical
genres/blues/blues.00040.au,blues
genres/country/country.00091.au,country
genres/country/country.00067.au,country
genres/country/country.00017.au,country
genres/reggae/reggae.00064.au,reggae
genres/classical/classical.00089.au,classical
genres/classical/classical.00063.au,classical
genres/jazz/jazz.00046.au,jazz
genres/disco/disco.00096.au,disco
genres/jazz/jazz.00054.au,jazz
genres/reggae/reggae.00008.au,reggae
genres/country/country.00089.au,country
genres/hiphop/hiphop.00015.au,hiphop
genres/rock/rock.00051.au,rock
genres/blues/blues.00076.au,blues
genres/metal/metal.00045.au,metal
genres/country/country.00023.au,country
genres/jazz/jazz.00052.au,jazz
genres/country/country.00041.au,country
genres/disco/disco.00018.au,disco
genres/disco/disco.00011.au,disco
genres/rock/rock.00023.au,rock
genres/reggae/reggae.00033.au,reggae
genres/blues/blues.00024.au,blues
genres/hiphop/hiphop.00078.au,hiphop
genres/country/country.00034.au,country
genres/hiphop/hiphop.00028.au,hiphop
genres/reggae/reggae.00024.au,reggae
genres/blues/blues.00027.au,blues
genres/metal/metal.00095.au,metal
genres/hiphop/hiphop.00017.au,hiphop
genres/disco/disco.00030.au,disco
genres/rock/rock.00086.au,rock
genres/classical/classical.00055.au,classical
genres/pop/pop.00008.au,pop
genres/classical/classical.00087.au,classical
genres/classical/classical.00016.au,classical
genres/disco/disco.00098.au,disco
genres/classical/classical.00095.au,classical
genres/disco/disco.00049.au,disco
genres/metal/metal.00098.au,metal
genres/blues/blues.00031.au,blues
genres/country/country.00066.au,country
genres/jazz/jazz.00096.au,jazz
genres/blues/blues.00000.au,blues
genres/metal/metal.00044.au,metal
genres/reggae/reggae.00015.au,reggae
genres/blues/blues.00007.au,blues
genres/rock/rock.00047.au,rock
genres/classical/classical.00077.au,classical
genres/pop/pop.00058.au,pop
genres/jazz/jazz.00080.au,jazz
genres/jazz/jazz.00027.au,jazz
genres/reggae/reggae.00047.au,reggae
genres/rock/rock.00050.au,rock
genres/blues/blues.00013.au,blues
genres/rock/rock.00003.au,rock
genres/disco/disco.00012.au,disco
genres/disco/disco.00072.au,disco
genres/hiphop/hiphop.00080.au,hiphop
genres/pop/pop.00023.au,pop
genres/classical/classical.00069.au,classical
genres/metal/metal.00052.au,metal
genres/jazz/jazz.00093.au,jazz
genres/blues/blues.00009.au,blues
genres/metal/metal.00022.au,metal
genres/hiphop/hiphop.00066.au,hiphop
genres/country/country.00094.au,country
genres/jazz/jazz.00008.au,jazz
genres/classical/classical.00091.au,classical
genres/metal/metal.00025.au,metal
genres/reggae/reggae.00074.au,reggae
genres/hiphop/hiphop.00093.au,hiphop
genres/pop/pop.00087.au,pop
genres/jazz/jazz.00032.au,jazz
genres/pop/pop.00069.au,pop
genres/metal/metal.00055.au,metal
genres/reggae/reggae.00091.au,reggae
genres/jazz/jazz.00084.au,jazz
genres/reggae/reggae.00060.au,reggae
genres/hiphop/hiphop.00037.au,hiphop
genres/metal/metal.00090.au,metal
genres/pop/pop.00040.au,pop
genres/metal/metal.00086.au,metal
genres/metal/metal.00036.au,metal
genres/pop/pop.00010.au,pop
genres/rock/rock.00009.au,rock
genres/pop/pop.00093.au,pop
genres/pop/pop.00024.au,pop
genres/rock/rock.00069.au,rock
genres/rock/rock.00084.au,rock
genres/rock/rock.00052.au,rock
genres/metal/metal.00005.au,metal
genres/country/country.00080.au,country
genres/blues/blues.00028.au,blues
genres/disco/disco.00066.au,disco
genres/reggae/reggae.00048.au,reggae
genres/jazz/jazz.00065.au,jazz
genres/jazz/jazz.00001.au,jazz
genres/disco/disco.00053.au,disco
genres/disco/disco.00073.au,disco
genres/jazz/jazz.00097.au,jazz
genres/rock/rock.00079.au,rock
genres/blues/blues.00070.au,blues
genres/classical/classical.00011.au,classical
genres/country/country.00059.au,country
genres/reggae/reggae.00081.au,reggae
genres/metal/metal.00027.au,metal
genres/blues/blues.00052.au,blues
genres/jazz/jazz.00092.au,jazz
genres/metal/metal.00097.au,metal
genres/rock/rock.00017.au,rock
genres/jazz/jazz.00028.au,jazz
genres/hiphop/hiphop.00047.au,hiphop
genres/classical/classical.00097.au,classical
genres/pop/pop.00097.au,pop
genres/rock/rock.00012.au,rock
genres/jazz/jazz.00010.au,jazz
genres/jazz/jazz.00005.au,jazz
genres/pop/pop.00031.au,pop
genres/pop/pop.00050.au,pop
genres/classical/classical.00020.au,classical
genres/jazz/jazz.00021.au,jazz
genres/pop/pop.00090.au,pop
genres/jazz/jazz.00023.au,jazz
genres/classical/classical.00081.au,classical
genres/disco/disco.00052.au,disco
genres/pop/pop.00052.au,pop
genres/jazz/jazz.00042.au,jazz
genres/country/country.00088.au,country
genres/reggae/reggae.00020.au,reggae
genres/rock/rock.00014.au,rock
genres/metal/metal.00070.au,metal
genres/pop/pop.00020.au,pop
genres/blues/blues.00068.au,blues
genres/rock/rock.00073.au,rock
genres/blues/blues.00059.au,blues
genres/hiphop/hiphop.00013.au,hiphop
genres/disco/disco.00045.au,disco
genres/rock/rock.00067.au,rock
genres/disco/disco.00009.au,disco
genres/pop/pop.00038.au,pop
genres/metal/metal.00047.au,metal
genres/rock/rock.00043.au,rock
genres/reggae/reggae.00018.au,reggae
genres/classical/classical.00039.au,classical
genres/pop/pop.00068.au,pop
genres/reggae/reggae.00068.au,reggae
genres/country/country.00051.au,country
genres/disco/disco.00032.au,disco
genres/blues/blues.00016.au,blues
genres/reggae/reggae.00032.au,reggae
genres/hiphop/hiphop.00040.au,hiphop
genres/pop/pop.00049.au,pop
genres/hiphop/hiphop.00059.au,hiphop
genres/disco/disco.00099.au,disco
genres/hiphop/hiphop.00046.au,hiphop
genres/hiphop/hiphop.00045.au,hiphop
genres/jazz/jazz.00086.au,jazz
genres/classical/classical.00041.au,classical
genres/classical/classical.00060.au,classical
genres/hiphop/hiphop.00031.au,hiphop
genres/classical/classical.00051.au,classical
genres/metal/metal.00008.au,metal
genres/blues/blues.00044.au,blues
genres/jazz/jazz.00044.au,jazz
genres/metal/metal.00030.au,metal
genres/metal/metal.00068.au,metal
genres/classical/classical.00010.au,classical
genres/disco/disco.00080.au,disco
genres/country/country.00083.au,country
genres/jazz/jazz.00064.au,jazz
genres/metal/metal.00024.au,metal
genres/pop/pop.00065.au,pop
genres/hiphop/hiphop.00034.au,hiphop
genres/disco/disco.00078.au,disco
genres/hiphop/hiphop.00050.au,hiphop
genres/jazz/jazz.00066.au,jazz
genres/hiphop/hiphop.00062.au,hiphop
genres/disco/disco.00054.au,disco
genres/blues/blues.00034.au,blues
genres/pop/pop.00083.au,pop
genres/hiphop/hiphop.00003.au,hiphop
genres/disco/disco.00022.au,disco
genres/rock/rock.00001.au,rock
genres/hiphop/hiphop.00032.au,hiphop
genres/disco/disco.00091.au,disco
genres/jazz/jazz.00045.au,jazz
genres/disco/disco.00048.au,disco
genres/blues/blues.00073.au,blues
genres/classical/classical.00096.au,classical
genres/disco/disco.00019.au,disco
genres/metal/metal.00006.au,metal
genres/reggae/reggae.00070.au,reggae
genres/disco/disco.00081.au,disco
genres/disco/disco.00095.au,disco
genres/hiphop/hiphop.00064.au,hiphop
genres/disco/disco.00089.au,disco
genres/hiphop/hiphop.00052.au,hiphop
genres/blues/blues.00006.au,blues
genres/hiphop/hiphop.00008.au,hiphop
genres/jazz/jazz.00003.au,jazz
genres/pop/pop.00062.au,pop
genres/rock/rock.00004.au,rock
genres/jazz/jazz.00018.au,jazz
genres/country/country.00008.au,country
genres/country/country.00058.au,country
genres/disco/disco.00024.au,disco
genres/metal/metal.00033.au,metal
genres/reggae/reggae.00071.au,reggae
genres/rock/rock.00032.au,rock
genres/rock/rock.00044.au,rock
genres/rock/rock.00074.au,rock
genres/blues/blues.00035.au,blues
genres/classical/classical.00093.au,classical
genres/metal/metal.00012.au,metal
genres/classical/classical.00037.au,classical
genres/pop/pop.00081.au,pop
genres/country/country.00039.au,country
genres/reggae/reggae.00009.au,reggae
genres/reggae/reggae.00057.au,reggae
genres/metal/metal.00074.au,metal
genres/hiphop/hiphop.00035.au,hiphop
genres/pop/pop.00011.au,pop
genres/rock/rock.00089.au,rock
genres/blues/blues.00011.au,blues
genres/hiphop/hiphop.00054.au,hiphop
genres/metal/metal.00084.au,metal
genres/disco/disco.00074.au,disco
genres/classical/classical.00075.au,classical
genres/rock/rock.00070.au,rock
genres/country/country.00045.au,country
genres/country/country.00031.au,country
genres/hiphop/hiphop.00075.au,hiphop
genres/jazz/jazz.00031.au,jazz
genres/country/country.00072.au,country
genres/jazz/jazz.00025.au,jazz
genres/country/country.00018.au,country
genres/rock/rock.00091.au,rock
genres/disco/disco.00029.au,disco
genres/rock/rock.00019.au,rock
genres/hiphop/hiphop.00043.au,hiphop
genres/pop/pop.00022.au,pop
genres/hiphop/hiphop.00033.au,hiphop
genres/classical/classical.00040.au,classical
genres/hiphop/hiphop.00004.au,hiphop
genres/classical/classical.00083.au,classical
genres/rock/rock.00094.au,rock
genres/rock/rock.00053.au,rock
genres/pop/pop.00053.au,pop
genres/disco/disco.00038.au,disco
genres/blues/blues.00020.au,blues
genres/pop/pop.00021.au,pop
genres/pop/pop.00092.au,pop
genres/hiphop/hiphop.00051.au,hiphop
genres/blues/blues.00029.au,blues
genres/pop/pop.00054.au,pop
genres/metal/metal.00062.au,metal
genres/metal/metal.00016.au,metal
genres/country/country.00095.au,country
genres/reggae/reggae.00010.au,reggae
genres/hiphop/hiphop.00096.au,hiphop
genres/classical/classical.00065.au,classical
genres/classical/classical.00003.au,classical
genres/rock/rock.00066.au,rock
genres/metal/metal.00083.au,metal
genres/disco/disco.00068.au,disco
genres/jazz/jazz.00049.au,jazz
genres/pop/pop.00027.au,pop
genres/blues/blues.00093.au,blues
genres/disco/disco.00033.au,disco
genres/reggae/reggae.00002.au,reggae
genres/hiphop/hiphop.00024.au,hiphop
genres/disco/disco.00021.au,disco
genres/jazz/jazz.00079.au,jazz
genres/rock/rock.00071.au,rock
genres/blues/blues.00005.au,blues
genres/jazz/jazz.00011.au,jazz
genres/blues/blues.00095.au,blues
genres/reggae/reggae.00097.au,reggae
genres/reggae/reggae.00016.au,reggae
genres/country/country.00037.au,country
genres/country/country.00019.au,country
genres/classical/classical.00066.au,classical
genres/jazz/jazz.00056.au,jazz
genres/metal/metal.00003.au,metal
genres/blues/blues.00056.au,blues
genres/rock/rock.00063.au,rock
genres/classical/classical.00052.au,classical
genres/reggae/reggae.00034.au,reggae
genres/disco/disco.00094.au,disco
genres/blues/blues.00010.au,blues
genres/disco/disco.00088.au,disco
genres/reggae/reggae.00001.au,reggae
genres/metal/metal.00091.au,metal
genres/classical/classical.00068.au,classical
genres/country/country.00024.au,country
genres/blues/blues.00045.au,blues
genres/reggae/reggae.00080.au,reggae
genres/disco/disco.00055.au,disco
genres/blues/blues.00041.au,blues
genres/classical/classical.00033.au,classical
genres/blues/blues.00061.au,blues
genres/rock/rock.00058.au,rock
genres/country/country.00012.au,country
genres/pop/pop.00019.au,pop
genres/jazz/jazz.00050.au,jazz
genres/rock/rock.00046.au,rock
genres/country/country.00029.au,country
genres/classical/classical.00084.au,classical
genres/blues/blues.00003.au,blues
genres/country/country.00028.au,country
genres/country/country.00006.au,country
genres/blues/blues.00082.au,blues
genres/reggae/reggae.00087.au,reggae
genres/disco/disco.00036.au,disco
genres/country/country.00033.au,country
genres/pop/pop.00077.au,pop
genres/jazz/jazz.00085.au,jazz
genres/rock/rock.00007.au,rock
genres/hiphop/hiphop.00095.au,hiphop
genres/jazz/jazz.00040.au,jazz
genres/hiphop/hiphop.00021.au,hiphop
genres/blues/blues.00065.au,blues
genres/disco/disco.00010.au,disco
genres/metal/metal.00018.au,metal
genres/classical/classical.00078.au,classical
genres/country/country.00082.au,country
genres/hiphop/hiphop.00002.au,hiphop
genres/jazz/jazz.00074.au,jazz
genres/reggae/reggae.00045.au,reggae
genres/reggae/reggae.00090.au,reggae
genres/pop/pop.00041.au,pop
genres/jazz/jazz.00048.au,jazz
genres/hiphop/hiphop.00022.au,hiphop
genres/pop/pop.00044.au,pop
genres/pop/pop.00009.au,pop
genres/classical/classical.00067.au,classical
genres/rock/rock.00077.au,rock
genres/reggae/reggae.00004.au,reggae
genres/metal/metal.00056.au,metal
genres/hiphop/hiphop.00061.au,hiphop
genres/rock/rock.00082.au,rock
genres/disco/disco.00004.au,disco
genres/reggae/reggae.00027.au,reggae
genres/metal/metal.00000.au,metal
genres/classical/classical.00080.au,classical
genres/country/country.00074.au,country
genres/disco/disco.00025.au,disco
genres/pop/pop.00071.au,pop
genres/reggae/reggae.00005.au,reggae
genres/classical/classical.00022.au,classical
genres/blues/blues.00032.au,blues
genres/disco/disco.00000.au,disco
genres/rock/rock.00064.au,rock
genres/metal/metal.00040.au,metal
genres/blues/blues.00008.au,blues
genres/metal/metal.00015.au,metal
genres/hiphop/hiphop.00087.au,hiphop
genres/rock/rock.00057.au,rock
genres/hiphop/hiphop.00038.au,hiphop
genres/reggae/reggae.00026.au,reggae
genres/reggae/reggae.00069.au,reggae
genres/pop/pop.00005.au,pop
genres/pop/pop.00055.au,pop
genres/metal/metal.00057.au,metal
genres/reggae/reggae.00095.au,reggae
genres/jazz/jazz.00034.au,jazz
genres/disco/disco.00075.au,disco
genres/country/country.00060.au,country
genres/rock/rock.00048.au,rock
genres/jazz/jazz.00087.au,jazz
genres/metal/metal.00053.au,metal
genres/blues/blues.00043.au,blues
genres/pop/pop.00085.au,pop
genres/hiphop/hiphop.00074.au,hiphop
genres/country/country.00000.au,country
